district_normalized,year,crime_head,data_source,data_classification,cases_reported
Davanagere,2024,Sc/St,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,62
Davanagere,2024,Theft,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,424
Davanagere,2025,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,3385
Davanagere,2025,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1386
Dharwad,2023,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1237
Dharwad,2023,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,571
Dharwad,2024,Assault,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,107
Dharwad,2024,Attempt To Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,25
Dharwad,2024,Burglary,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,43
Dharwad,2024,Cruelty By Husband,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,22
Dharwad,2024,Cyber Fraud,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,68
Dharwad,2024,Dacoity,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,2
Dharwad,2024,Dowry Deaths,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1
Dharwad,2024,Dp Act,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1
Dharwad,2024,Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,186
Dharwad,2024,Gambling,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,214
Dharwad,2024,Molestation,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,28
Dharwad,2024,Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,19
Dharwad,2024,Non-Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,285
Dharwad,2024,Pocso,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,46
Dharwad,2024,Pocso Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,38
Dharwad,2024,Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,6
Dharwad,2024,Riots,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,55
Dharwad,2024,Robbery,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,9
Dharwad,2024,Sc/St,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,35
Dharwad,2024,Theft,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,104
Dharwad,2025,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1016
Dharwad,2025,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,625
Gadag,2023,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1229
Gadag,2023,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,958
Gadag,2024,Assault,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,93
Gadag,2024,Attempt To Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,24
Gadag,2024,Burglary,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,51
Gadag,2024,Cruelty By Husband,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,20
Gadag,2024,Cyber Fraud,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,70
Gadag,2024,Dacoity,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,0
Gadag,2024,Dowry Deaths,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1
Gadag,2024,Dp Act,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,8
Gadag,2024,Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,148
Gadag,2024,Gambling,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,440
Gadag,2024,Molestation,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,49
Gadag,2024,Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,17
Gadag,2024,Non-Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,164
Gadag,2024,Pocso,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,37
Gadag,2024,Pocso Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,32
Gadag,2024,Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,8
Gadag,2024,Riots,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,91
Gadag,2024,Robbery,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,8
Gadag,2024,Sc/St,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,38
Gadag,2024,Theft,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,169
Gadag,2025,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1043
Gadag,2025,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1225
Hassan,2023,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,5163
Hassan,2023,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1200
Hassan,2024,Assault,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,899
Hassan,2024,Attempt To Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,122
Hassan,2024,Burglary,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,210
Hassan,2024,Cruelty By Husband,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,89
Hassan,2024,Cyber Fraud,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,141
Hassan,2024,Dacoity,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,19
Hassan,2024,Dowry Deaths,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,6
Hassan,2024,Dp Act,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,65
Hassan,2024,Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,459
Hassan,2024,Gambling,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,168
Hassan,2024,Molestation,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,234
Hassan,2024,Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,44
Hassan,2024,Non-Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1757
Hassan,2024,Pocso,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,154
Hassan,2024,Pocso Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,123
Hassan,2024,Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,27
Hassan,2024,Riots,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,67
Hassan,2024,Robbery,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,47
Hassan,2024,Sc/St,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,93
Hassan,2024,Theft,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,396
Hassan,2025,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,4781
Hassan,2025,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1366
Haveri,2023,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,2519
Haveri,2023,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,885
Haveri,2024,Assault,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,233
Haveri,2024,Attempt To Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,56
Haveri,2024,Burglary,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,158
Haveri,2024,Cruelty By Husband,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,33
Haveri,2024,Cyber Fraud,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,130
Haveri,2024,Dacoity,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,4
Haveri,2024,Dowry Deaths,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,2
Haveri,2024,Dp Act,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,22
Haveri,2024,Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,262
Haveri,2024,Gambling,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,475
Haveri,2024,Molestation,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,111
Haveri,2024,Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,22
Haveri,2024,Non-Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,568
Haveri,2024,Pocso,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,125
Haveri,2024,Pocso Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,109
Haveri,2024,Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,18
Haveri,2024,Riots,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,205
Haveri,2024,Robbery,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,14
Haveri,2024,Sc/St,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,48
Haveri,2024,Theft,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,470
Haveri,2025,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,2406
Haveri,2025,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1155
Hubballi-Dharwad,2023,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1776
Hubballi-Dharwad,2023,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1289
Hubballi-Dharwad,2024,Assault,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,170
Hubballi-Dharwad,2024,Attempt To Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,85
Hubballi-Dharwad,2024,Burglary,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,86
Hubballi-Dharwad,2024,Cruelty By Husband,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,95
Hubballi-Dharwad,2024,Cyber Fraud,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,247
Hubballi-Dharwad,2024,Dacoity,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,3
Hubballi-Dharwad,2024,Dowry Deaths,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,4
Hubballi-Dharwad,2024,Dp Act,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,0
Hubballi-Dharwad,2024,Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,102
Hubballi-Dharwad,2024,Gambling,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,386
Hubballi-Dharwad,2024,Molestation,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,72
Hubballi-Dharwad,2024,Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,22
Hubballi-Dharwad,2024,Non-Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,334
Hubballi-Dharwad,2024,Pocso,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,63
Hubballi-Dharwad,2024,Pocso Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,42
Hubballi-Dharwad,2024,Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,20
Hubballi-Dharwad,2024,Riots,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,28
Hubballi-Dharwad,2024,Robbery,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,28
Hubballi-Dharwad,2024,Sc/St,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,47
Hubballi-Dharwad,2024,Theft,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,221
Hubballi-Dharwad,2025,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1488
Hubballi-Dharwad,2025,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1160
K.G.F,2024,Assault,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,150
K.G.F,2024,Attempt To Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,32
K.G.F,2024,Burglary,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,76
K.G.F,2024,Cruelty By Husband,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,9
K.G.F,2024,Cyber Fraud,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,100
K.G.F,2024,Dacoity,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,0
K.G.F,2024,Dowry Deaths,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1
K.G.F,2024,Dp Act,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,17
K.G.F,2024,Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,65
K.G.F,2024,Gambling,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,18
K.G.F,2024,Molestation,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,43
K.G.F,2024,Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,12
K.G.F,2024,Non-Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,129
K.G.F,2024,Pocso,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,44
K.G.F,2024,Pocso Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,35
K.G.F,2024,Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,8
K.G.F,2024,Riots,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,10
K.G.F,2024,Robbery,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,6
K.G.F,2024,Sc/St,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,13
K.G.F,2024,Theft,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,87
K.G.F,2025,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,782
K.G.F,2025,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,360
Kalaburagi,2024,Assault,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,532
Kalaburagi,2024,Attempt To Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,118
Kalaburagi,2024,Burglary,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,248
Kalaburagi,2024,Cruelty By Husband,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,158
Kalaburagi,2024,Cyber Fraud,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,78
Kalaburagi,2024,Dacoity,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,6
Kalaburagi,2024,Dowry Deaths,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,6
Kalaburagi,2024,Dp Act,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,75
Kalaburagi,2024,Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,396
Kalaburagi,2024,Gambling,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,706
Kalaburagi,2024,Molestation,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,139
Kalaburagi,2024,Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,55
Kalaburagi,2024,Non-Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,925
Kalaburagi,2024,Pocso,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,88
Kalaburagi,2024,Pocso Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,61
Kalaburagi,2024,Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,37
Kalaburagi,2024,Riots,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,203
Kalaburagi,2024,Robbery,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,50
Kalaburagi,2024,Sc/St,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,98
Kalaburagi,2024,Theft,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,737
Kalaburagi,2025,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,4413
Kalaburagi,2025,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,2035
Kalaburgi,2023,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,2555
Kalaburgi,2023,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1114
Kalaburgi City,2023,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,2112
Kalaburgi City,2023,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,629
Kgf,2023,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,836
Kgf,2023,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,506
Kodagu,2023,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1576
Kodagu,2023,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,535
Kodagu,2024,Assault,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,274
Kodagu,2024,Attempt To Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,37
Kodagu,2024,Burglary,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,84
Kodagu,2024,Cruelty By Husband,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,21
Kodagu,2024,Cyber Fraud,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,90
Kodagu,2024,Dacoity,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,2
Kodagu,2024,Dowry Deaths,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,0
Kodagu,2024,Dp Act,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,6
Kodagu,2024,Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,82
Kodagu,2024,Gambling,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,32
Kodagu,2024,Molestation,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,55
Kodagu,2024,Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,24
Kodagu,2024,Non-Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,420
Kodagu,2024,Pocso,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,78
Kodagu,2024,Pocso Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,59
Kodagu,2024,Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,4
Kodagu,2024,Riots,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,5
Kodagu,2024,Robbery,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,8
Kodagu,2024,Sc/St,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,42
Kodagu,2024,Theft,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,108
Kodagu,2025,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1724
Kodagu,2025,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,600
Kolar,2023,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,2552
Kolar,2023,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,628
Kolar,2024,Assault,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,356
Kolar,2024,Attempt To Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,60
Kolar,2024,Burglary,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,94
Kolar,2024,Cruelty By Husband,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,26
Kolar,2024,Cyber Fraud,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,64
Kolar,2024,Dacoity,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,3
Kolar,2024,Dowry Deaths,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,5
Kolar,2024,Dp Act,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,17
Kolar,2024,Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,260
Kolar,2024,Gambling,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,120
Kolar,2024,Molestation,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,90
Kolar,2024,Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,28
Kolar,2024,Non-Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,546
Kolar,2024,Pocso,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,103
Kolar,2024,Pocso Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,86
Kolar,2024,Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,3
Kolar,2024,Riots,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,100
Kolar,2024,Robbery,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,31
Kolar,2024,Sc/St,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,45
Kolar,2024,Theft,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,236
Kolar,2025,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,2245
Kolar,2025,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,505
Koppal,2023,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1819
Koppal,2023,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,927
Koppal,2024,Assault,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,110
Koppal,2024,Attempt To Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,39
Koppal,2024,Burglary,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,98
Koppal,2024,Cruelty By Husband,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,57
Koppal,2024,Cyber Fraud,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,38
Koppal,2024,Dacoity,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,6
Koppal,2024,Dowry Deaths,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,2
Koppal,2024,Dp Act,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,0
Koppal,2024,Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,271
Koppal,2024,Gambling,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,623
Koppal,2024,Molestation,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,107
Koppal,2024,Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,18
Koppal,2024,Non-Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,392
Koppal,2024,Pocso,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,66
Koppal,2024,Pocso Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,54
Koppal,2024,Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,20
Koppal,2024,Riots,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,51
Koppal,2024,Robbery,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,10
Koppal,2024,Sc/St,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,58
Koppal,2024,Theft,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,218
Koppal,2025,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1945
Koppal,2025,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1255
Krailways,2023,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,928
Krailways,2023,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,95
Mandya,2023,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,4932
Mandya,2023,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1032
Mandya,2024,Assault,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,603
Mandya,2024,Attempt To Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,78
Mandya,2024,Burglary,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,169
Mandya,2024,Cruelty By Husband,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,65
Mandya,2024,Cyber Fraud,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,76
Mandya,2024,Dacoity,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,8
Mandya,2024,Dowry Deaths,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,4
Mandya,2024,Dp Act,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,38
Mandya,2024,Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,500
Mandya,2024,Gambling,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,274
Mandya,2024,Molestation,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,227
Mandya,2024,Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,26
Mandya,2024,Non-Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1598
Mandya,2024,Pocso,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,149
Mandya,2024,Pocso Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,111
Mandya,2024,Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,13
Mandya,2024,Riots,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,68
Mandya,2024,Robbery,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,34
Mandya,2024,Sc/St,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,67
Mandya,2024,Theft,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,344
Mandya,2025,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,4780
Mandya,2025,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1150
Mangaluru,2023,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,2122
Mangaluru,2023,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1276
Mangaluru,2024,Assault,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,187
Mangaluru,2024,Attempt To Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,53
Mangaluru,2024,Burglary,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,54
Mangaluru,2024,Cruelty By Husband,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,20
Mangaluru,2024,Cyber Fraud,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,149
Mangaluru,2024,Dacoity,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,3
Mangaluru,2024,Dowry Deaths,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,0
Mangaluru,2024,Dp Act,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,39
Mangaluru,2024,Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,169
Mangaluru,2024,Gambling,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,217
Mangaluru,2024,Molestation,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,81
Mangaluru,2024,Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,10
Mangaluru,2024,Non-Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,854
Mangaluru,2024,Pocso,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,63
Mangaluru,2024,Pocso Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,29
Mangaluru,2024,Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,23
Mangaluru,2024,Riots,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,14
Mangaluru,2024,Robbery,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,19
Mangaluru,2024,Sc/St,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,18
Mangaluru,2024,Theft,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,206
Mangaluru,2025,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,2278
Mangaluru,2025,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1205
Mysuru,2023,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,2553
