district_normalized,year,crime_head,data_source,data_classification,cases_reported
Mysuru,2023,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,716
Mysuru,2024,Assault,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1159
Mysuru,2024,Attempt To Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,103
Mysuru,2024,Burglary,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,337
Mysuru,2024,Cruelty By Husband,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,129
Mysuru,2024,Cyber Fraud,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,330
Mysuru,2024,Dacoity,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,2
Mysuru,2024,Dowry Deaths,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,8
Mysuru,2024,Dp Act,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,129
Mysuru,2024,Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,603
Mysuru,2024,Gambling,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,207
Mysuru,2024,Molestation,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,311
Mysuru,2024,Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,71
Mysuru,2024,Non-Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,2570
Mysuru,2024,Pocso,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,203
Mysuru,2024,Pocso Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,159
Mysuru,2024,Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,39
Mysuru,2024,Riots,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,144
Mysuru,2024,Robbery,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,86
Mysuru,2024,Sc/St,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,68
Mysuru,2024,Theft,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,823
Mysuru,2025,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,7176
Mysuru,2025,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1952
Mysuru District,2023,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,4542
Mysuru District,2023,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,882
Raichur,2023,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,2642
Raichur,2023,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1445
Raichur,2024,Assault,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,267
Raichur,2024,Attempt To Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,78
Raichur,2024,Burglary,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,99
Raichur,2024,Cruelty By Husband,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,117
Raichur,2024,Cyber Fraud,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,30
Raichur,2024,Dacoity,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,6
Raichur,2024,Dowry Deaths,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,2
Raichur,2024,Dp Act,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,65
Raichur,2024,Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,318
Raichur,2024,Gambling,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,875
Raichur,2024,Molestation,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,178
Raichur,2024,Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,39
Raichur,2024,Non-Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,366
Raichur,2024,Pocso,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,92
Raichur,2024,Pocso Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,81
Raichur,2024,Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,20
Raichur,2024,Riots,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,214
Raichur,2024,Robbery,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,18
Raichur,2024,Sc/St,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,80
Raichur,2024,Theft,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,568
Raichur,2025,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,2813
Raichur,2025,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1458
Ramanagara,2023,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,4163
Ramanagara,2023,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1089
Ramanagara,2024,Assault,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,517
Ramanagara,2024,Attempt To Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,69
Ramanagara,2024,Burglary,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,171
Ramanagara,2024,Cruelty By Husband,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,49
Ramanagara,2024,Cyber Fraud,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,242
Ramanagara,2024,Dacoity,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,13
Ramanagara,2024,Dowry Deaths,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1
Ramanagara,2024,Dp Act,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,39
Ramanagara,2024,Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,408
Ramanagara,2024,Gambling,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,107
Ramanagara,2024,Molestation,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,205
Ramanagara,2024,Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,40
Ramanagara,2024,Non-Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1177
Ramanagara,2024,Pocso,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,116
Ramanagara,2024,Pocso Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,96
Ramanagara,2024,Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,10
Ramanagara,2024,Riots,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,36
Ramanagara,2024,Robbery,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,42
Ramanagara,2024,Sc/St,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,54
Ramanagara,2024,Theft,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,500
Shimoga,2023,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,4654
Shimoga,2023,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1750
Shivamogga,2024,Assault,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,734
Shivamogga,2024,Attempt To Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,144
Shivamogga,2024,Burglary,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,173
Shivamogga,2024,Cruelty By Husband,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,86
Shivamogga,2024,Cyber Fraud,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,136
Shivamogga,2024,Dacoity,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,11
Shivamogga,2024,Dowry Deaths,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,2
Shivamogga,2024,Dp Act,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,99
Shivamogga,2024,Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,361
Shivamogga,2024,Gambling,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,419
Shivamogga,2024,Molestation,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,272
Shivamogga,2024,Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,36
Shivamogga,2024,Non-Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1139
Shivamogga,2024,Pocso,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,220
Shivamogga,2024,Pocso Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,173
Shivamogga,2024,Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,17
Shivamogga,2024,Riots,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,180
Shivamogga,2024,Robbery,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,42
Shivamogga,2024,Sc/St,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,84
Shivamogga,2024,Theft,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,428
Shivamogga,2025,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,4840
Shivamogga,2025,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,2155
Tumakuru,2023,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,6440
Tumakuru,2023,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1809
Tumakuru,2024,Assault,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,742
Tumakuru,2024,Attempt To Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,130
Tumakuru,2024,Burglary,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,264
Tumakuru,2024,Cruelty By Husband,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,51
Tumakuru,2024,Cyber Fraud,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,331
Tumakuru,2024,Dacoity,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,14
Tumakuru,2024,Dowry Deaths,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,5
Tumakuru,2024,Dp Act,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,104
Tumakuru,2024,Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,737
Tumakuru,2024,Gambling,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,514
Tumakuru,2024,Molestation,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,323
Tumakuru,2024,Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,52
Tumakuru,2024,Non-Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1901
Tumakuru,2024,Pocso,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,174
Tumakuru,2024,Pocso Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,131
Tumakuru,2024,Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,33
Tumakuru,2024,Riots,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,53
Tumakuru,2024,Robbery,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,87
Tumakuru,2024,Sc/St,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,115
Tumakuru,2024,Theft,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,738
Tumakuru,2025,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,5961
Tumakuru,2025,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,2509
Udupi,2023,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,2444
Udupi,2023,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,877
Udupi,2024,Assault,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,248
Udupi,2024,Attempt To Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,35
Udupi,2024,Burglary,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,91
Udupi,2024,Cruelty By Husband,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,63
Udupi,2024,Cyber Fraud,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,222
Udupi,2024,Dacoity,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,8
Udupi,2024,Dowry Deaths,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,0
Udupi,2024,Dp Act,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,11
Udupi,2024,Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,225
Udupi,2024,Gambling,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,114
Udupi,2024,Molestation,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,65
Udupi,2024,Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,6
Udupi,2024,Non-Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,990
Udupi,2024,Pocso,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,60
Udupi,2024,Pocso Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,35
Udupi,2024,Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,13
Udupi,2024,Riots,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,37
Udupi,2024,Robbery,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,16
Udupi,2024,Sc/St,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,43
Udupi,2024,Theft,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,312
Udupi,2025,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,2249
Udupi,2025,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,752
Uttara Kannada,2023,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,2460
Uttara Kannada,2023,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1035
Uttara Kannada,2024,Assault,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,389
Uttara Kannada,2024,Attempt To Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,52
Uttara Kannada,2024,Burglary,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,99
Uttara Kannada,2024,Cruelty By Husband,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,42
Uttara Kannada,2024,Cyber Fraud,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,109
Uttara Kannada,2024,Dacoity,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,4
Uttara Kannada,2024,Dowry Deaths,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,0
Uttara Kannada,2024,Dp Act,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,18
Uttara Kannada,2024,Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,248
Uttara Kannada,2024,Gambling,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,349
Uttara Kannada,2024,Molestation,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,221
Uttara Kannada,2024,Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,17
Uttara Kannada,2024,Non-Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,727
Uttara Kannada,2024,Pocso,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,81
Uttara Kannada,2024,Pocso Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,60
Uttara Kannada,2024,Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,12
Uttara Kannada,2024,Riots,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,75
Uttara Kannada,2024,Robbery,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,13
Uttara Kannada,2024,Sc/St,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,51
Uttara Kannada,2024,Theft,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,184
Uttara Kannada,2025,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,2334
Uttara Kannada,2025,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1596
Vijayanagara,2023,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1837
Vijayanagara,2023,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1341
Vijayanagara,2024,Assault,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,158
Vijayanagara,2024,Attempt To Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,59
Vijayanagara,2024,Burglary,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,63
Vijayanagara,2024,Cruelty By Husband,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,71
Vijayanagara,2024,Cyber Fraud,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,28
Vijayanagara,2024,Dacoity,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1
Vijayanagara,2024,Dowry Deaths,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,2
Vijayanagara,2024,Dp Act,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,14
Vijayanagara,2024,Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,205
Vijayanagara,2024,Gambling,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,688
Vijayanagara,2024,Molestation,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,111
Vijayanagara,2024,Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,19
Vijayanagara,2024,Non-Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,358
Vijayanagara,2024,Pocso,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,75
Vijayanagara,2024,Pocso Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,65
Vijayanagara,2024,Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,13
Vijayanagara,2024,Riots,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,86
Vijayanagara,2024,Robbery,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,11
Vijayanagara,2024,Sc/St,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,27
Vijayanagara,2024,Theft,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,215
Vijayanagara,2025,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1781
Vijayanagara,2025,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1467
Vijayapur,2024,Assault,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,367
Vijayapur,2024,Attempt To Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,99
Vijayapur,2024,Burglary,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,133
Vijayapur,2024,Cruelty By Husband,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,103
Vijayapur,2024,Cyber Fraud,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,86
Vijayapur,2024,Dacoity,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,5
Vijayapur,2024,Dowry Deaths,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,2
Vijayapur,2024,Dp Act,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,7
Vijayapur,2024,Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,417
Vijayapur,2024,Gambling,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,584
Vijayapur,2024,Molestation,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,122
Vijayapur,2024,Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,63
Vijayapur,2024,Non-Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,569
Vijayapur,2024,Pocso,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,96
Vijayapur,2024,Pocso Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,71
Vijayapur,2024,Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,32
Vijayapur,2024,Riots,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,124
Vijayapur,2024,Robbery,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,11
Vijayapur,2024,Sc/St,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,92
Vijayapur,2024,Theft,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,350
Vijayapur,2025,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,3062
Vijayapur,2025,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1992
Vijayapura,2023,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,3103
Vijayapura,2023,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1403
Yadgir,2024,Assault,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,210
Yadgir,2024,Attempt To Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,53
Yadgir,2024,Burglary,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,55
Yadgir,2024,Cruelty By Husband,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,46
Yadgir,2024,Cyber Fraud,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,23
Yadgir,2024,Dacoity,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,0
Yadgir,2024,Dowry Deaths,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,0
Yadgir,2024,Dp Act,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,18
Yadgir,2024,Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,153
Yadgir,2024,Gambling,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,470
Yadgir,2024,Molestation,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,128
Yadgir,2024,Murder,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,22
Yadgir,2024,Non-Fatal Motor Accidents,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,286
Yadgir,2024,Pocso,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,50
Yadgir,2024,Pocso Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,44
Yadgir,2024,Rape,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,16
Yadgir,2024,Riots,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,145
Yadgir,2024,Robbery,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1
Yadgir,2024,Sc/St,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,53
Yadgir,2024,Theft,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,195
Yadgir,2025,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1622
Yadgir,2025,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1093
Yadgiri,2023,Total IPC,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,1442
Yadgiri,2023,Total SLL,OpenCity.in / Karnataka Police (2023-2025),official_aggregate,799
